Version:,1,,Date:,9/3/2015
Measure,Time,MSPerQuarter,MSPerMeasure,Frames
792,1.5,480,720,569520
793,1.5,480,720,570240
794,1.5,480,720,570960
795,1.5,480,720,571680
796,2,480,960,572640
797,2,480,960,573600
798,2,480,960,574560
799,2,480,960,575520
800,2,480,960,576480
801,2,480,960,577440
802,2,480,960,578400
803,2,480,960,579360
804,2,480,960,580320
805,2,480,960,581280
806,2,480,960,582240
807,2,480,960,583200
808,2,480,960,584160
809,2,480,960,585120
810,2,480,960,586080
811,2,480,960,587040
812,2,480,960,588000
813,2,480,960,588960
814,2,480,960,589920
815,2,480,960,590880
816,2,480,960,591840
817,2,480,960,592800
818,2,480,960,593760
819,2,480,960,594720
820,2,480,960,595680
821,2,480,960,596640
822,2,480,960,597600
823,2,480,960,598560
824,2,480,960,599520
825,2,480,960,600480
826,2,480,960,601440
827,2,480,960,602400
828,2,480,960,603360
829,2,480,960,604320
830,2,480,960,605280
831,2,480,960,606240
832,2,480,960,607200
833,2,480,960,608160
834,2,480,960,609120
835,2,480,960,610080
836,2,480,960,611040
837,2,480,960,612000
838,2,480,960,612960
839,2,480,960,613920
840,2,480,960,614880
841,2,480,960,615840
842,2,480,960,616800
843,2,480,960,617760
844,2,480,960,618720
845,2,480,960,619680
846,2,480,960,620640
847,2,480,960,621600
848,2,480,960,622560
849,2,480,960,623520
850,2,480,960,624480
851,2,480,960,625440
852,2,480,960,626400
853,2,480,960,627360
854,2,480,960,628320
855,2,480,960,629280
856,2,480,960,630240
857,2,480,960,631200
858,2,480,960,632160
859,2,480,960,633120
860,2,480,960,634080
861,2,480,960,635040
862,2,480,960,636000
863,2,480,960,636960
864,2,480,960,637920
865,2,480,960,638880
866,2,480,960,639840
867,2,480,960,640800
868,2,480,960,641760
869,2,480,960,642720
870,2,480,960,643680
871,2,480,960,644640
872,2,480,960,645600
873,2,480,960,646560
874,2,480,960,647520
875,2,480,960,648480
876,2,480,960,649440
877,2,480,960,650400
878,2,480,960,651360
879,2,480,960,652320
880,2,480,960,653280
881,2,480,960,654240
882,2,480,960,655200
883,2,480,960,656160
884,2,480,960,657120
885,2,480,960,658080
886,2,480,960,659040
887,2,480,960,660000
888,2,480,960,660960
889,2,480,960,661920
890,2,480,960,662880
891,2,480,960,663840
892,2,480,960,664800
893,2,480,960,665760
894,2,480,960,666720
895,2,480,960,667680
896,2,480,960,668640
897,2,480,960,669600
898,2,480,960,670560
899,2,480,960,671520
900,2,480,960,672480
901,2,480,960,673440
902,2,480,960,674400
903,2,480,960,675360
904,2,480,960,676320
905,2,480,960,677280
906,2,480,960,678240
907,2,480,960,679200
908,2,480,960,680160
909,2,480,960,681120
910,2,480,960,682080
911,2,480,960,683040
912,2,480,960,684000
913,2,480,960,684960
914,2,480,960,685920
915,2,480,960,686880
916,2,480,960,687840
917,2,480,960,688800
918,2,480,960,689760
919,2,480,960,690720
920,2,480,960,691680
921,2,480,960,692640
922,2,480,960,693600
923,1.5,480,720,694320
924,1.5,480,720,695040
925,1.5,480,720,695760
926,1.5,480,720,696480
927,1.5,480,720,697200
928,1.5,480,720,697920
929,1.5,480,720,698640
930,1.5,480,720,699360
931,1.5,480,720,700080
932,1.5,480,720,700800
933,1.5,480,720,701520
934,1.5,480,720,702240
935,1.5,480,720,702960
936,1.5,480,720,703680
937,1.5,480,720,704400
938,1.5,480,720,705120
939,1.5,480,720,705840
940,1.5,480,720,706560
941,1.5,480,720,707280
942,1.5,480,720,708000
943,1.5,480,720,708720
944,1.5,480,720,709440
945,1.5,480,720,710160
946,1.5,480,720,710880
947,1.5,480,720,711600
948,1.5,480,720,712320
949,1.5,480,720,713040
950,1.5,480,720,713760
951,1.5,480,720,714480
952,1.5,480,720,715200
953,1.5,480,720,715920
954,1.5,480,720,716640
955,1.5,480,720,717360
956,1.5,480,720,718080
957,1.5,480,720,718800
958,1.5,480,720,719520
959,1.5,480,720,720240
960,1.5,480,720,720960
961,1.5,480,720,721680
962,1.5,480,720,722400
963,1.5,480,720,723120
964,1.5,480,720,723840
965,1.5,480,720,724560
966,1.5,480,720,725280
967,1.5,480,720,726000
968,1.5,480,720,726720
969,1.5,480,720,727440
970,1.5,480,720,728160
971,1.5,480,720,728880
972,1.5,480,720,729600
973,1.5,480,720,730320
974,1.5,480,720,731040
975,1.5,480,720,731760
976,1.5,480,720,732480
977,1.5,480,720,733200
978,1.5,480,720,733920
979,1.5,480,720,734640
980,1.5,480,720,735360
981,1.5,480,720,736080
982,1.5,480,720,736800
983,1.5,480,720,737520
984,1.5,480,720,738240
985,1.5,480,720,738960
986,1.5,480,720,739680
987,1.5,480,720,740400
988,1.5,480,720,741120
989,1.5,480,720,741840
990,1.5,480,720,742560
991,1.5,480,720,743280
992,1.5,480,720,744000
993,1.5,480,720,744720
994,1.5,480,720,745440
995,1.5,480,720,746160
996,1.5,480,720,746880
997,1.5,480,720,747600
998,1.5,480,720,748320
999,1.5,480,720,749040
1000,1.5,480,720,749760
1001,1.5,480,720,750480
1002,1.5,480,720,751200
1003,1.5,480,720,751920
1004,1.5,480,720,752640
1005,1.5,480,720,753360
1006,1.5,480,720,754080
1007,1.5,480,720,754800
1008,1.5,480,720,755520
1009,1.5,480,720,756240
1010,1.5,480,720,756960
1011,1.5,480,720,757680
1012,1.5,480,720,758400
1013,1.5,480,720,759120
1014,1.5,480,720,759840
1015,1.5,480,720,760560
1016,1.5,480,720,761280
1017,1.5,480,720,762000
1018,1.5,480,720,762720
1019,1.5,480,720,763440
1020,1.5,480,720,764160
1021,1.5,480,720,764880
1022,1.5,480,720,765600
1023,1.5,480,720,766320
1024,1.5,480,720,767040
1025,1.5,480,720,767760
1026,1.5,480,720,768480
1027,1.5,480,720,769200
1028,1.5,480,720,769920
1029,1.5,480,720,770640
1030,1.5,480,720,771360
1031,1.5,480,720,772080
1032,1.5,480,720,772800
1033,1.5,480,720,773520
1034,1.5,480,720,774240
1035,1.5,480,720,774960
1036,1.5,480,720,775680
1037,1.5,480,720,776400
1038,1.5,480,720,777120
1039,1.5,480,720,777840
1040,1.5,480,720,778560
1041,1.5,480,720,779280
1042,1.5,480,720,780000
1043,1.5,480,720,780720
1044,1.5,480,720,781440
1045,1.5,480,720,782160
1046,1.5,480,720,782880
1047,1.5,480,720,783600
1048,1.5,480,720,784320
1049,1.5,480,720,785040
1050,1.5,480,720,785760
1051,1.5,480,720,786480
1052,1.5,480,720,787200
1053,1.5,480,720,787920
1054,1.5,480,720,788640
1055,1.5,480,720,789360
1056,1.5,480,720,790080
1057,1.5,480,720,790800
1058,1.5,480,720,791520
1059,1.5,480,720,792240
1060,1.5,480,720,792960
1061,1.5,480,720,793680
1062,1.5,480,720,794400
1063,1.5,480,720,795120
1064,1.5,480,720,795840
1065,1.5,480,720,796560
1066,1.5,480,720,797280
1067,1.5,480,720,798000
1068,1.5,480,720,798720
1069,1.5,480,720,799440
1070,1.5,480,720,800160
1071,1.5,480,720,800880
1072,1.5,480,720,801600
