Version:,1,,Date:,9/3/2015
Measure,Time,MSPerQuarter,MSPerMeasure,Frames
1,2,480,960,0
2,2,480,960,960
3,2,480,960,1920
4,2,480,960,2880
5,2,480,960,3840
6,2,480,960,4800
7,2,480,960,5760
8,2,480,960,6720
9,2,480,960,7680
10,2,480,960,8640
11,2,480,960,9600
12,2,480,960,10560
13,2,480,960,11520
14,2,480,960,12480
15,2,480,960,13440
16,2,480,960,14400
17,2,480,960,15360
18,2,480,960,16320
19,2,480,960,17280
20,2,480,960,18240
21,2,480,960,19200
22,2,480,960,20160
23,2,480,960,21120
24,2,480,960,22080
25,2,480,960,23040
26,2,480,960,24000
27,2,480,960,24960
28,2,480,960,25920
29,2,480,960,26880
30,2,480,960,27840
31,2,480,960,28800
32,2,480,960,29760
33,2,480,960,30720
34,2,480,960,31680
35,2,480,960,32640
36,2,480,960,33600
37,2,480,960,34560
38,2,480,960,35520
39,2,480,960,36480
40,2,480,960,37440
41,2,480,960,38400
42,2,480,960,39360
43,2,480,960,40320
44,2,480,960,41280
45,2,480,960,42240
46,2,480,960,43200
47,2,480,960,44160
48,2,480,960,45120
49,2,480,960,46080
50,2,480,960,47040
51,2,480,960,48000
52,2,480,960,48960
53,2,480,960,49920
54,2,480,960,50880
55,2,480,960,51840
56,2,480,960,52800
57,2,480,960,53760
58,2,480,960,54720
59,2,480,960,55680
60,2,480,960,56640
61,2,480,960,57600
62,2,480,960,58560
63,2,480,960,59520
64,2,480,960,60480
65,2,480,960,61440
66,2,480,960,62400
67,2,480,960,63360
68,2,480,960,64320
69,2,480,960,65280
70,2,480,960,66240
71,2,480,960,67200
72,2,480,960,68160
73,2,480,960,69120
74,2,480,960,70080
75,2,480,960,71040
76,2,480,960,72000
77,2,480,960,72960
78,2,480,960,73920
79,2,480,960,74880
80,2,480,960,75840
81,2,480,960,76800
82,2,480,960,77760
83,2,480,960,78720
84,2,480,960,79680
85,2,480,960,80640
86,2,480,960,81600
87,2,480,960,82560
88,2,480,960,83520
89,2,480,960,84480
90,2,480,960,85440
91,2,480,960,86400
92,2,480,960,87360
93,2,480,960,88320
94,2,480,960,89280
95,2,480,960,90240
96,2,480,960,91200
97,2,480,960,92160
