Version:,1,,Date:,9/3/2015
Measure,Time,,,
1,0,,,
5,6.776598639,,,
9,13.52741497,,,
17,27.66301587,,,
27,44.87746032,,,
37,63.43736961,,,
47,80.36206349,,,
51,87.49240363,,,
55,94.22891156,,,
56,96.86174603,,,
58,99.33605442,,,
63,107.559093,,,
65,110.8104989,,,
66,112.6936735,,,
67,114.4509751,,,
68,116.1808163,,,
69,117.9930159,,,
70,119.7503175,,,
74,126.8979138,,,
79,134.8980272,,,
87,149.282449,,,
95,162.9029252,,,
102,175.760068,,,
108,185.9224717,,,
111,191.7794785,,,
114,197.6313379,,,
117,203.6010431,,,
120,207.7668027,,,
122,211.1857143,,,
124,214.4685034,,,
125,216.1733787,,,
127,219.5302494,,,
129,222.7724036,,,
130,224.3163265,,,
132,228.0761678,,,
133,229.762449,,,
134,231.327551,,,
135,233.0400227,,,
138,238.2034014,,,
139,240.1529025,,,
140,241.7332653,,,
142,245.091678,,,
144,248.9627438,,,
151,260.5539909,,,
155,268.5335601,,,
158,272.8993424,,,
159,274.8697732,,,
160,276.6857596,,,
164,282.9837188,,,
166,286.5550113,,,
168,290.0766213,,,
169,291.6035147,,,
170,293.0344671,,,
172,296.7923356,,,
173,297.9576644,,,
176,303.2490249,,,
177,304.68,,,
178,306.2163946,,,
182,313.0528798,,,
189,325.301542,,,
197,338.9429932,,,
205,353.8287528,,,
212,364.6315193,,,
216,372.6293651,,,
218,375.7328571,,,
219,377.1873469,,,
220,378.6734467,,,
221,380.0227664,,,
222,381.680771,,,
224,384.7698413,,,
228,390.5963265,,,
232,397.4746712,,,
236,403.0271202,,,
242,411.7189569,,,
249,422.3896825,,,
253,428.8922902,,,
255,431.4551927,,,
263,445.0619274,,,
270,456.2956916,,,
278,469.3656463,,,
287,483.382449,,,
295,496.7712018,,,
304,511.7241043,,,
310,521.7718594,,,
334,559.5195238,,,
343,574.7353288,,,
351,588.5020862,,,
365,612.6224943,,,
373,625.6284807,,,
382,641.5583447,,,
389,653.0802494,,,
396,664.4539683,,,
401,672.6130839,,,
405,679.016712,,,
410,686.8434921,,,
417,699.7645351,,,
425,711.9665533,,,
434,728.364898,,,
441,738.8091383,,,
448,749.3749887,,,
454,758.3768707,,,
461,770.3186168,,,
468,780.2964626,,,
477,796.2782766,,,
485,809.8139909,,,
493,823.3367347,,,
501,836.9027438,,,
504,842.8163039,,,
505,844.7364853,,,
507,848.5722676,,,
508,850.2471882,,,
509,852.1143311,,,
510,854.2195918,,,
511,857.4702948,,,
513,862.9921088,,,
516,869.7313152,,,
517,871.9220862,,,
520,877.8313605,,,
521,880.489093,,,
522,882.5540816,,,
523,884.4545351,,,
524,886.3157823,,,
525,888.058322,,,
526,889.6682313,,,
527,891.2224263,,,
528,893.8022449,,,
529,895.6474603,,,
530,897.2070068,,,
531,898.5235601,,,
540,911.7107029,,,
543,917.9778231,,,
545,920.92,,,
547,924.68,,,
548,926.55,,,
549,1926.55,,,
549,1926.55,,,
