Version:,3,,Date:,11/24/2015
Measure,Time,,,
1,0,,,
2,0.088,,,
8,7.466,,,
9,9.541,,,
14,16.51,,,
17,27.958,,,
27,39.091,,,
30,48.211,,,
31,50.652,,,
35,57.58,,,
39,64.018,,,
49,91.954,,,
57,96.827,,,
64,117.63,,,
66,128.416,,,
70,134.656,,,
78,151.436,,,
82,161.108,,,
85,167.745,,,
90,180.233,,,
93,190.375,,,
107,236.888,,,
141,282.943,,,
145,291.205,,,
153,305.925,,,
165,328.139,,,
188,372.382,,,
202,399.165,,,
209,415.38,,,
217,424.6,,,
222,436.095,,,
225,441.581,,,
231,454.509,,,
235,463.737,,,
238,471.308,,,
240,474.854,,,
242,478.179,,,
257,501.432,,,
266,514.922,,,
270,520.801,,,
285,545.935,,,
294,559.421,,,
297,564.078,,,
302,571.883,,,
306,578.606,,,
314,590.949,,,
326,609.825,,,
329,614.613,,,
332,624.948,,,
337,630.077,,,
344,636.235,,,
360,652.757,,,
376,667.988,,,
392,683.68,,,
412,703.311,,,
423,714.093,,,
434,723.109,,,
453,731.86,,,
527,807.344,,,
531,823.561,,,
569,855.736,,,
592,869.251,,,
596,873.637,,,
599,879.755,,,
605,897.364,,,
607,903.388,,,
613,921.163,,,
617,932.396,,,
621,945.182,,,
629,970.096,,,
633,986.054,,,
637,1003.41,,,
646,1015.723,,,
657,1077.877,,,
766,1209.345,,,
770,1213.685,,,
775,1219.334,,,
780,1223.951,,,
785,1229.502,,,
798,1242.476,,,
807,1251.293,,,
817,1265.212,,,
821,1282.289,,,
828,1289.283,,,
835,1297.907,,,
846,1360.988,,,
852,1369.136,,,
854,1369.927,,,
858,1372.8,,,
899,1414.861,,,
923,1438.788,,,
924,1440.767,,,
939,1452.231,,,
943,1455.705,,,
944,1458.616,,,
945,1459.616,,,
946,1460.616,,,
947,1461.616,,,
948,1462.616,,,
