Version:,4,,Date:,11/23/2015
Measure,Time,MSPerQuarter,MSPerMeasure,Frames
1,1.5,480,240,0
2,1.5,480,720,240
3,1.5,480,720,960
4,1.5,480,720,1680
5,1.5,480,720,2400
6,1.5,480,720,3120
7,1.5,480,720,3840
8,1.5,480,720,4560
9,1.5,480,720,5280
10,1.5,480,720,6000
11,1.5,480,720,6720
12,1.5,480,720,7440
13,1.5,480,720,8160
14,1.5,480,720,8880
15,1.5,480,720,9600
16,1.5,480,720,10320
17,1.5,480,720,11040
18,1.5,480,720,11760
19,1.5,480,720,12480
20,1.5,480,720,13200
21,1.5,480,720,13920
22,1.5,480,720,14640
23,1.5,480,720,15360
24,1.5,480,720,16080
25,1.5,480,720,16800
26,1.5,480,720,17520
27,1.5,480,720,18240
28,1.5,480,720,18960
29,1.5,480,720,19680
30,1.5,480,720,20400
31,1.5,480,480,21120
32,1.5,480,480,21600
33,1.5,480,480,22080
34,1.5,480,480,22560
35,1.5,480,480,23040
36,1.5,480,480,23520
37,1.5,480,480,24000
38,1.5,480,480,24480
39,1.5,480,720,24960
40,1.5,480,720,25680
41,1.5,480,720,26400
42,1.5,480,720,27120
43,1.5,480,720,27840
44,1.5,480,720,28560
45,1.5,480,720,29280
46,1.5,480,720,30000
47,1.5,480,720,30720
48,1.5,480,720,31440
49,1.5,480,720,32160
50,1.5,480,720,32880
51,1.5,480,720,33600
52,1.5,480,720,34320
53,1.5,480,720,35040
54,1.5,480,720,35760
55,1.5,480,720,36480
56,1.5,480,720,37200
57,1.5,480,960,38160
58,1.5,480,720,38880
59,1.5,480,720,39600
60,1.5,480,720,40320
61,1.5,480,720,41040
62,1.5,480,720,41760
63,1.5,480,720,42480
64,1.5,480,960,43440
65,1.5,480,960,44400
66,1.5,480,720,45120
67,1.5,480,720,45840
68,1.5,480,720,46560
69,1.5,480,720,47280
70,1.5,480,720,48000
71,1.5,480,720,48720
72,1.5,480,720,49440
73,1.5,480,720,50160
74,1.5,480,720,50880
75,1.5,480,720,51600
76,1.5,480,720,52320
77,1.5,480,720,53040
78,1.5,480,720,53760
79,1.5,480,960,54720
80,1.5,480,960,55680
81,1.5,480,960,56640
82,1.5,480,960,57600
83,1.5,480,720,58320
84,1.5,480,720,59040
85,1.5,480,720,59760
86,1.5,480,720,60480
87,1.5,480,720,61200
88,1.5,480,720,61920
89,1.5,480,720,62640
90,1.5,480,720,63360
91,1.5,480,720,64080
92,1.5,480,720,64800
93,1.5,480,720,65520
94,1.5,480,960,66480
95,1.5,480,960,67440
96,1.5,480,960,68400
97,1.5,480,960,69360
98,1.5,480,960,70320
99,1.5,480,960,71280
100,1.5,480,960,72240
101,1.5,480,960,73200
102,1.5,480,960,74160
103,1.5,480,960,75120
104,1.5,480,960,76080
105,1.5,480,960,77040
106,1.5,480,960,78000
107,1.5,480,960,78960
108,1.5,480,960,79920
109,1.5,480,960,80880
110,1.5,480,960,81840
111,1.5,480,960,82800
112,1.5,480,960,83760
113,1.5,480,960,84720
114,1.5,480,960,85680
115,1.5,480,960,86640
116,1.5,480,960,87600
117,1.5,480,960,88560
118,1.5,480,960,89520
119,1.5,480,960,90480
120,1.5,480,960,91440
121,1.5,480,960,92400
