Name	Start	Duration	Time Format	Type	Description
1	0:00.000	0:00.00	decimal	cue	old
2	0:00.088	0:00.00	decimal	cue	old
9	0:09.541	0:00.00	decimal	cue	old
17	0:27.958	0:00.00	decimal	cue	old
27	0:39.091	0:00.00	decimal	cue	old
30	0:51.340	0:00.00	decimal	cue	old
35	0:57.580	0:00.00	decimal	cue	old
39	1:4.018	0:00.00	decimal	cue	old
49	1:31.954	0:00.00	decimal	cue	old
57	1:36.827	0:00.00	decimal	cue	old
64	1:57.63	0:00.00	decimal	cue	old
66	2:8.416	0:00.00	decimal	cue	old
