Version:,2,,Date:,9/12/2015
Measure,Time,,,
1,0,,,
5,2.175,,,
57,30.639,,,
68,36.684,,,
72,38.631,,,
93,49.905,,,
111,60.289,,,
199,108.87,,,
210,115.037,,,
214,117.19,,,
235,128.517,,,
253,139.043,,,
293,161.764,,,
301,166.764,,,
337,188.194,,,
340,189.902,,,
343,191.541,,,
346,193.144,,,
350,195.276,,,
391,217.238,,,
399,221.55,,,
403,223.634,,,
407,225.698,,,
434,239.939,,,
440,243.779,,,
481,266.718,,,
485,268.65,,,
489,270.981,,,
495,274.258,,,
507,280.988,,,
509,282.096,,,
518,287.557,,,
525,290.926,,,
550,305.46,,,
552,306.475,,,
554,307.442,,,
556,308.494,,,
562,313.014,,,
569,319.154,,,
577,326.829,,,
598,342.648,,,
614,357.59,,,
636,378.354,,,
652,393.769,,,
672,409.079,,,
689,424.325,,,
711,445.035,,,
727,460.812,,,
767,502.758,,,
771,504.941,,,
821,533.201,,,
834,539.226,,,
838,541.429,,,
859,553.254,,,
877,563.23,,,
917,585.6,,,
943,601.646,,,
962,611.592,,,
965,613.284,,,
968,614.973,,,
975,618.675,,,
1015,640.545,,,
1023,644.861,,,
1027,646.887,,,
1031,649.019,,,
1051,660,,,
1057,663.197,,,
1064,666.754,,,
1097,684.89,,,
1105,689.6,,,
1109,691.82,,,
1113,694.059,,,
1119,697.424,,,
1131,704.084,,,
1135,706.233,,,
1149,714.143,,,
1157,718.424,,,
1172,728.276,,,
1174,729.17,,,
1179,730.99,,,
1189,741.195,,,
1192,744.017,,,
1193,744.017,,,
1194,744.017,,,
1194,744.017,,,
