Version:,1,,Date:,9/3/2015
Measure,Time,,,
1,0,,,
8,38.446,,,
17,90.501,,,
20,105.295,,,
21,110.739,,,
23,120.505,,,
28,146.057,,,
35,171.559,,,
41,192.647,,,
46,220.207,,,
51,245.157,,,
55,264.107,,,
60,288.781,,,
64,312.099,,,
69,332.357,,,
76,356.811,,,
82,378.102,,,
89,414.386,,,
94,440.159,,,
98,463.165,,,
101,481.374,,,
107,522.101,,,
109,527.93,,,
111,539.755,,,
113,550.817,,,
115,562.763,,,
118,582.265,,,
121,602.282,,,
126,635.131,,,
129,652.669,,,
131,667.368,,,
132,673.894,,,
133,681.339,,,
134,688.562,,,
140,730.422,,,
143,749.26,,,
145,762.364,,,
147,774.289,,,
149,787.866,,,
152,812.696,,,
155,828.868,,,
158,852.366,,,
159,880.001,,,
2000,900.001,,,
